# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Feb 11 12:33:36 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,st_age,rastr,ra,decstr,dec,sy_dist,sy_bmag,sy_vmag
Kepler-48 c,Kepler-48,1,1,4,Transit,2012,9.67395000,,2.710,0.242,14.61000,0.04597,Mass,,,,,5194.00,0.89,0.88,0.170,[Fe/H],4.49,3.140,19h56m33.43s,299.1393094,+40d56m56.18s,40.9489390,306.7380000,14.2530000,13.1740000
Kepler-48 d,Kepler-48,1,1,4,Transit,2014,42.89610000,,2.040,0.182,7.93000,0.02500,Mass,,,,,5194.00,0.89,0.88,0.170,[Fe/H],4.49,3.140,19h56m33.43s,299.1393094,+40d56m56.18s,40.9489390,306.7380000,14.2530000,13.1740000
Kepler-48 e,Kepler-48,1,1,4,Radial Velocity,2014,982.00000000,,,,657.00000,2.06700,Mass,,,,,5194.00,0.89,0.88,0.170,[Fe/H],4.49,3.140,19h56m33.43s,299.1393094,+40d56m56.18s,40.9489390,306.7380000,14.2530000,13.1740000
Kepler-480 b,Kepler-480,1,1,1,Transit,2016,4.91958380,,2.780,0.248,,,,,,,,6322.00,1.34,1.25,0.110,[Fe/H],4.28,2.340,19h37m51.34s,294.4639165,+49d45m54.17s,49.7650473,847.5080000,13.8280000,13.2300000
Kepler-481 b,Kepler-481,1,1,1,Transit,2016,10.06082567,,2.500,0.223,,,,,,,,5802.00,1.09,1.01,0.030,[Fe/H],4.36,6.170,19h27m37.68s,291.9069862,+49d15m43.47s,49.2620760,813.7240000,14.6620000,14.0540000
Kepler-482 b,Kepler-482,1,1,1,Transit,2016,56.35418576,,2.360,0.211,,,,,,,,4871.00,0.72,0.75,-0.130,[Fe/H],4.60,6.030,19h47m17.50s,296.8229326,+48d06m27.95s,48.1077628,313.0680000,14.9640000,14.0490000
Kepler-483 b,Kepler-483,1,1,1,Transit,2016,30.22910400,,3.210,0.286,,,,,,,,6346.00,1.47,1.28,0.090,[Fe/H],4.21,2.630,19h26m35.23s,291.6467764,+41d53m04.86s,41.8846843,860.3550000,14.1290000,13.4520000
Kepler-484 b,Kepler-484,1,1,1,Transit,2016,10.04556931,,2.280,0.203,,,,,,,,5668.00,0.87,0.96,-0.100,[Fe/H],4.54,1.480,18h57m34.63s,284.3942844,+46d14m56.80s,46.2491109,382.1360000,14.0200000,13.0770000
Kepler-485 b,Kepler-485,1,1,1,Transit,2016,3.24325980,,14.410,1.286,,,,,,,,5958.00,1.09,1.07,0.040,[Fe/H],4.39,3.720,19h39m59.12s,294.9963415,+50d28m12.16s,50.4700458,1140.9500000,15.4770000,15.0690000
Kepler-487 b,Kepler-487,1,1,3,Transit,2016,15.35876840,,11.420,1.019,,,,,,,,5444.00,0.88,0.91,0.000,[Fe/H],4.51,5.620,19h41m08.94s,295.2872318,+41d13m19.21s,41.2220033,872.3430000,16.1320000,14.8820000
Kepler-487 c,Kepler-487,1,1,3,Transit,2016,38.65199760,,2.680,0.239,,,,,,,,5444.00,0.88,0.91,0.000,[Fe/H],4.51,5.620,19h41m08.94s,295.2872318,+41d13m19.21s,41.2220033,872.3430000,16.1320000,14.8820000
Kepler-487 d,Kepler-487,1,1,3,Transit,2021,2.41839004,,2.775,0.248,,,,,,,,5422.00,0.89,0.87,0.020,[Fe/H],4.48,,19h41m08.94s,295.2872318,+41d13m19.21s,41.2220033,872.3430000,16.1320000,14.8820000
Kepler-488 b,Kepler-488,1,1,1,Transit,2016,3.12082923,,15.790,1.409,,,,,,,,5970.00,1.09,1.07,0.030,[Fe/H],4.39,3.470,18h51m51.89s,282.9662152,+48d20m42.20s,48.3450555,1145.2800000,15.8090000,14.8680000
Kepler-489 b,Kepler-489,1,1,1,Transit,2016,17.27629612,,7.720,0.689,,,,,,,,5014.00,0.76,0.82,0.000,[Fe/H],4.59,3.310,19h23m19.98s,290.8332412,+38d11m03.07s,38.1841851,369.6450000,15.8130000,14.2210000
Kepler-49 b,Kepler-49,1,1,4,Transit,2012,7.20379450,,2.720,0.243,,,,,,,,3974.00,0.53,0.55,,,4.73,,19h29m10.68s,292.2945208,+40d35m30.52s,40.5918123,311.2220000,17.1100000,15.6550000
Kepler-49 c,Kepler-49,1,1,4,Transit,2012,10.91293430,,2.550,0.227,,,,,,,,3974.00,0.53,0.55,,,4.73,,19h29m10.68s,292.2945208,+40d35m30.52s,40.5918123,311.2220000,17.1100000,15.6550000
Kepler-49 d,Kepler-49,1,1,4,Transit,2014,2.57654900,0.031000,1.600,0.143,,,,,,,,4252.00,0.56,,,,4.73,,19h29m10.68s,292.2945208,+40d35m30.52s,40.5918123,311.2220000,17.1100000,15.6550000
Kepler-49 e,Kepler-49,1,1,4,Transit,2014,18.59610800,0.116000,1.560,0.139,,,,,,,,4252.00,0.56,,,,4.73,,19h29m10.68s,292.2945208,+40d35m30.52s,40.5918123,311.2220000,17.1100000,15.6550000
Kepler-490 b,Kepler-490,1,1,1,Transit,2016,3.26869515,,11.650,1.039,,,,,,,,6045.00,1.12,1.08,-0.020,[Fe/H],4.37,3.470,19h40m06.16s,295.0256620,+46d57m21.43s,46.9559536,1523.0000000,15.0690000,14.8430000
Kepler-491 b,Kepler-491,1,1,1,Transit,2016,4.22538451,,8.920,0.796,,,,,,,,5582.00,1.03,1.04,0.370,[Fe/H],4.42,4.470,19h08m31.34s,287.1305782,+42d21m00.55s,42.3501533,630.7850000,14.7540000,14.1780000
Kepler-493 b,Kepler-493,1,1,1,Transit,2016,3.00387658,,15.130,1.350,,,,,,,,6457.00,1.54,1.36,0.110,[Fe/H],4.19,2.000,19h41m13.81s,295.3075252,+38d52m53.66s,38.8815716,1745.7700000,14.6880000,15.2680000
Kepler-494 b,Kepler-494,1,1,1,Transit,2016,8.02511821,,7.140,0.637,,,,,,,,6007.00,1.26,1.10,0.020,[Fe/H],4.28,4.790,19h48m51.37s,297.2140408,+41d39m50.43s,41.6640071,750.1770000,15.2000000,14.2870000
Kepler-495 b,Kepler-495,1,1,2,Transit,2016,3.41303622,,5.230,0.467,,,,,,,,5346.00,0.83,0.86,-0.070,[Fe/H],4.55,4.370,19h03m43.38s,285.9307362,+39d05m53.23s,39.0981201,658.9240000,15.7730000,14.9420000
Kepler-495 c,Kepler-495,1,1,2,Transit,2021,5.89660978,,1.219,0.109,,,,,,,,5392.00,1.09,0.89,0.180,[Fe/H],4.31,,19h03m43.38s,285.9307362,+39d05m53.23s,39.0981201,658.9240000,15.7730000,14.9420000
Kepler-496 b,Kepler-496,1,1,1,Transit,2016,8.30864937,,2.320,0.207,,,,,,,,5293.00,0.82,0.86,-0.030,[Fe/H],4.55,4.570,19h26m33.82s,291.6408978,+41d14m27.98s,41.2411044,605.2740000,16.0020000,15.1060000
Kepler-497 b,Kepler-497,1,1,1,Transit,2016,3.57320367,,6.040,0.539,,,,,,,,5834.00,1.11,1.09,0.240,[Fe/H],4.39,3.550,19h23m03.83s,290.7659557,+38d55m40.61s,38.9279468,1291.9800000,15.1120000,14.9500000
Kepler-498 b,Kepler-498,1,1,1,Transit,2016,9.61375356,,3.030,0.270,,,,,,,,5744.00,0.96,0.98,-0.040,[Fe/H],4.47,3.890,19h21m25.96s,290.3581592,+44d31m07.40s,44.5187225,938.8440000,15.2800000,14.3490000
Kepler-499 b,Kepler-499,1,1,1,Transit,2016,5.63252845,,2.170,0.194,,,,,,,,5312.00,0.83,0.87,0.000,[Fe/H],4.55,4.570,19h40m26.39s,295.1099549,+43d54m54.36s,43.9151012,556.7260000,15.4720000,14.6300000
Kepler-5 b,Kepler-5,1,1,1,Transit,2009,3.54846570,0.053800,15.984,1.426,670.93913,2.11100,Mass,,,1750,,6297.00,1.79,1.37,0.040,[Fe/H],3.96,,19h57m37.69s,299.4070341,+44d02m06.14s,44.0350387,899.7770000,14.1610000,13.3250000
Kepler-50 b,Kepler-50,1,1,2,Transit,2012,7.81254000,0.077000,1.710,0.153,,,,,,,,6225.00,1.58,1.24,0.030,[Fe/H],4.13,3.800,19h12m24.22s,288.1009312,+50d02m01.26s,50.0336844,250.1100000,11.0180000,10.5440000
Kepler-50 c,Kepler-50,1,1,2,Transit,2012,9.37647000,0.087000,2.170,0.194,,,,,,,,6225.00,1.58,1.24,0.030,[Fe/H],4.13,3.800,19h12m24.22s,288.1009312,+50d02m01.26s,50.0336844,250.1100000,11.0180000,10.5440000
Kepler-500 b,Kepler-500,1,1,1,Transit,2016,8.50832440,,2.580,0.230,,,,,,,,5813.00,1.03,1.02,0.030,[Fe/H],4.42,4.370,19h43m48.32s,295.9513472,+43d51m07.16s,43.8519884,807.4800000,15.2410000,14.3240000
Kepler-501 b,Kepler-501,1,1,2,Transit,2016,5.64067757,,4.300,0.384,,,,,,,,5904.00,1.04,1.03,-0.030,[Fe/H],4.42,3.310,19h48m48.36s,297.2014919,+41d43m48.55s,41.7301534,1125.2400000,15.2870000,14.8860000
Kepler-501 c,Kepler-501,1,1,2,Transit,2021,3.62276006,,1.681,0.150,,,,,,,,5794.00,1.22,1.03,0.140,[Fe/H],4.28,,19h48m48.36s,297.2014919,+41d43m48.55s,41.7301534,1125.2400000,15.2870000,14.8860000
Kepler-502 b,Kepler-502,1,1,1,Transit,2016,4.28686431,,4.770,0.426,,,,,,,,6125.00,1.22,1.15,0.050,[Fe/H],4.33,3.090,19h24m19.23s,291.0801330,+43d51m36.69s,43.8601911,1591.0400000,15.8770000,15.1360000
Kepler-504 b,Kepler-504,1,2,1,Transit,2016,9.54927542,,1.590,0.142,,,,,,,,3519.00,0.33,0.33,-0.310,[Fe/H],4.94,4.170,18h59m41.27s,284.9219608,+45d58m20.38s,45.9723265,99.0688000,16.8440000,15.1430000
Kepler-505 b,Kepler-505,1,1,1,Transit,2016,27.52197994,,2.600,0.232,,,,,,,,3931.00,0.53,0.55,-0.190,[Fe/H],4.73,3.160,19h11m25.91s,287.8579530,+42d32m33.63s,42.5426758,283.4100000,15.4940000,15.6070000
Kepler-506 b,Kepler-506,1,1,1,Transit,2016,6.88340550,,2.730,0.244,,,,,,,,6236.00,1.19,1.19,0.090,[Fe/H],4.36,1.740,18h58m32.45s,284.6351885,+40d43m11.39s,40.7198296,228.4390000,11.5650000,11.0940000
Kepler-507 b,Kepler-507,1,1,1,Transit,2016,3.56809693,,1.300,0.116,,,,,,,,6113.00,1.32,1.16,0.060,[Fe/H],4.26,3.800,19h48m04.51s,297.0188074,+50d24m32.57s,50.4090460,391.6440000,12.5630000,12.1970000
Kepler-508 b,Kepler-508,1,1,1,Transit,2016,25.30889748,,1.640,0.146,,,,,,,,6025.00,1.25,1.16,0.180,[Fe/H],4.30,3.550,19h41m37.02s,295.4042546,+42d58m52.60s,42.9812789,324.6180000,12.4730000,11.5920000
Kepler-509 b,Kepler-509,1,1,1,Transit,2016,41.74600392,,2.490,0.222,,,,,,,,6060.00,1.20,1.10,0.010,[Fe/H],4.32,4.270,19h18m39.45s,289.6643940,+48d42m22.19s,48.7061650,332.4430000,12.6060000,11.8480000
Kepler-51 b,Kepler-51,1,1,3,Transit,2012,45.15400000,0.251400,7.100,0.633,2.10000,0.00700,Mass,0.040000,,543,,6018.00,0.94,1.04,,,4.51,0.300,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.8310000,15.1190000,14.8850000
Kepler-51 c,Kepler-51,1,1,3,Transit,2012,85.31200000,0.384000,9.000,0.803,4.00000,0.01300,Mass,0.014000,,439,,6018.00,0.94,1.04,,,4.51,0.300,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.8310000,15.1190000,14.8850000
Kepler-51 d,Kepler-51,1,1,3,Transit,2014,130.19400000,0.509000,9.700,0.865,7.60000,0.02400,Mass,0.008000,,381,,6018.00,0.94,1.04,,,4.51,0.300,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.8310000,15.1190000,14.8850000
Kepler-510 b,Kepler-510,1,1,1,Transit,2016,19.55659418,,2.470,0.220,,,,,,,,5746.00,1.41,0.91,-0.350,[Fe/H],4.09,10.470,19h10m37.20s,287.6550196,+39d14m39.02s,39.2441716,386.1770000,12.8440000,12.0670000
Kepler-511 b,Kepler-511,1,1,2,Transit,2016,296.63786500,,6.350,0.567,,,,,,,,5770.00,1.20,1.00,0.010,[Fe/H],4.28,7.940,18h51m46.93s,282.9455384,+47d34m29.71s,47.5749181,651.9990000,13.9690000,12.7110000
Kepler-511 c,Kepler-511,1,1,2,Transit,2021,26.62949944,,4.210,0.376,,,,,,,,5866.00,1.42,0.96,-0.200,[Fe/H],4.12,,18h51m46.93s,282.9455384,+47d34m29.71s,47.5749181,651.9990000,13.9690000,12.7110000
Kepler-512 b,Kepler-512,1,1,1,Transit,2016,34.43587975,,2.690,0.240,,,,,,,,5997.00,1.30,1.17,0.220,[Fe/H],4.28,3.720,19h53m04.54s,298.2689217,+48d55m00.26s,48.9167391,467.3750000,13.3840000,12.7280000
Kepler-513 b,Kepler-513,1,1,1,Transit,2016,28.86235584,,2.200,0.196,,,,,,,,5849.00,1.06,1.02,-0.010,[Fe/H],4.39,5.500,19h00m09.99s,285.0416235,+50d04m31.41s,50.0753913,468.2580000,14.1460000,13.0190000
Kepler-514 b,Kepler-514,1,2,1,Transit,2016,5.65179605,,1.720,0.153,,,,,,,,6106.00,1.44,1.28,0.360,[Fe/H],4.23,2.690,19h04m59.32s,286.2471739,+50d14m32.53s,50.2423694,455.3360000,12.7710000,12.2730000
Kepler-515 b,Kepler-515,1,2,1,Transit,2016,19.96371318,,1.460,0.130,,,,,,,,5293.00,0.83,0.90,0.080,[Fe/H],4.55,3.390,19h21m58.54s,290.4939130,+52d03m20.20s,52.0556110,,13.9210000,12.9130000
Kepler-516 b,Kepler-516,1,1,1,Transit,2016,24.85462415,,5.740,0.512,,,,,,,,7099.00,2.02,1.62,0.010,[Fe/H],4.04,1.320,19h42m26.10s,295.6087625,+38d44m08.65s,38.7357368,687.0940000,12.9410000,12.1210000
Kepler-517 b,Kepler-517,1,2,1,Transit,2016,60.92832271,,2.670,0.238,,,,,,,,5690.00,0.98,0.95,-0.060,[Fe/H],4.43,6.310,19h34m42.12s,293.6755138,+41d17m42.74s,41.2952061,289.9070000,12.9240000,12.3720000
Kepler-518 b,Kepler-518,1,1,1,Transit,2016,8.51203588,,2.110,0.188,,,,,,,,5842.00,0.88,0.96,-0.230,[Fe/H],4.53,1.350,19h08m21.60s,287.0900190,+41d22m25.53s,41.3737576,337.9010000,13.2200000,12.5730000
Kepler-519 b,Kepler-519,1,2,1,Transit,2016,24.30789460,,2.100,0.187,,,,,,,,5260.00,0.80,0.89,0.010,[Fe/H],4.58,1.910,19h57m16.72s,299.3196708,+41d23m05.08s,41.3847447,246.6100000,13.6950000,12.7700000
Kepler-52 b,Kepler-52,1,1,3,Transit,2012,7.87735650,,2.100,0.187,135.00000,0.42476,Mass,,,,,4075.00,0.52,0.54,,,4.74,,19h06m57.12s,286.7380152,+49d58m32.66s,49.9757383,321.5420000,17.1250000,15.5130000
Kepler-52 c,Kepler-52,1,1,3,Transit,2012,16.38500210,,1.840,0.164,45.40000,0.14284,Mass,,,,,4075.00,0.52,0.54,,,4.74,,19h06m57.12s,286.7380152,+49d58m32.66s,49.9757383,321.5420000,17.1250000,15.5130000
Kepler-52 d,Kepler-52,1,1,3,Transit,2014,36.44517100,0.182000,1.950,0.174,,,,,,,,4263.00,0.56,,,,4.73,,19h06m57.12s,286.7380152,+49d58m32.66s,49.9757383,321.5420000,17.1250000,15.5130000
Kepler-520 b,Kepler-520,1,1,2,Transit,2016,19.67416124,,1.660,0.148,,,,,,,,6112.00,1.09,1.10,-0.030,[Fe/H],4.41,2.040,19h32m43.27s,293.1802903,+41d37m03.87s,41.6177408,623.9010000,13.5280000,12.7980000
Kepler-520 c,Kepler-520,1,1,2,Transit,2016,5.21104261,,1.070,0.095,,,,,,,,6112.00,1.09,1.10,-0.030,[Fe/H],4.41,2.040,19h32m43.27s,293.1802903,+41d37m03.87s,41.6177408,623.9010000,13.5280000,12.7980000
Kepler-521 b,Kepler-521,1,1,1,Transit,2016,22.20813214,,3.180,0.284,,,,,,,,6406.00,1.46,1.34,0.250,[Fe/H],4.24,1.780,19h55m15.93s,298.8163801,+43d59m52.87s,43.9980203,830.6380000,13.5980000,12.9400000
Kepler-522 b,Kepler-522,1,1,1,Transit,2016,38.58422849,,6.910,0.616,,,,,,,,6392.00,1.98,1.54,0.410,[Fe/H],4.04,1.700,19h12m36.95s,288.1539730,+44d04m07.74s,44.0688154,639.2390000,12.4640000,12.2200000
Kepler-523 b,Kepler-523,1,1,1,Transit,2016,5.83598311,,1.960,0.175,,,,,,,,5515.00,0.86,0.93,-0.030,[Fe/H],4.54,2.450,18h56m14.67s,284.0611224,+45d30m24.53s,45.5068127,253.2950000,14.0210000,12.5880000
Kepler-524 b,Kepler-524,1,1,2,Transit,2016,7.97419807,,1.910,0.170,,,,,,,,6014.00,1.10,1.09,0.020,[Fe/H],4.39,3.020,19h47m26.20s,296.8591787,+49d09m43.25s,49.1620125,1058.2400000,14.8540000,14.0820000
Kepler-524 c,Kepler-524,1,1,2,Transit,2016,1.88897906,,0.960,0.086,,,,,,,,6014.00,1.10,1.09,0.020,[Fe/H],4.39,3.020,19h47m26.20s,296.8591787,+49d09m43.25s,49.1620125,1058.2400000,14.8540000,14.0820000
Kepler-525 b,Kepler-525,1,1,1,Transit,2016,18.68404933,,2.630,0.235,,,,,,,,5573.00,1.15,0.95,0.110,[Fe/H],4.29,10.470,19h44m44.02s,296.1834239,+47d21m31.60s,47.3587776,992.8520000,14.4450000,13.6130000
Kepler-526 b,Kepler-526,1,1,1,Transit,2016,5.45849832,,1.990,0.178,,,,,,,,5894.00,1.14,1.15,0.340,[Fe/H],4.38,2.140,19h50m36.22s,297.6509281,+47d23m46.41s,47.3962246,666.1460000,13.9780000,13.1940000
Kepler-527 b,Kepler-527,1,1,1,Transit,2016,13.28535633,,2.840,0.253,,,,,,,,6388.00,1.45,1.28,0.030,[Fe/H],4.22,2.400,19h23m49.90s,290.9579130,+47d24m22.56s,47.4062673,750.0400000,13.8810000,13.4710000
Kepler-528 b,Kepler-528,1,1,1,Transit,2016,19.78297415,,2.080,0.186,,,,,,,,5807.00,1.06,1.01,0.020,[Fe/H],4.39,5.500,19h42m44.37s,295.6848595,+47d44m53.13s,47.7480914,784.2300000,14.8810000,14.0640000
Kepler-529 b,Kepler-529,1,1,3,Transit,2016,1.98035766,,1.860,0.166,,,,,,,,6087.00,1.14,1.07,-0.100,[Fe/H],4.35,3.980,19h03m33.22s,285.8884067,+47d52m49.31s,47.8803640,799.0080000,14.0750000,13.7790000
Kepler-529 c,Kepler-529,1,1,3,Transit,2016,12.83450220,,2.000,0.178,,,,,,,,6087.00,1.14,1.07,-0.100,[Fe/H],4.35,3.980,19h03m33.22s,285.8884067,+47d52m49.31s,47.8803640,799.0080000,14.0750000,13.7790000
Kepler-529 d,Kepler-529,1,1,3,Transit,2021,35.86619949,,2.795,0.249,,,,,,,,6078.00,1.19,1.00,-0.160,[Fe/H],4.29,,19h03m33.22s,285.8884067,+47d52m49.31s,47.8803640,799.0080000,14.0750000,13.7790000
Kepler-53 b,Kepler-53,1,1,3,Transit,2012,18.64895250,,2.890,0.258,111.00000,0.34925,Mass,,,,,5858.00,0.89,0.98,,,4.53,,19h21m50.83s,290.4617926,+40d33m44.99s,40.5624966,1366.0700000,16.2830000,15.3670000
Kepler-53 c,Kepler-53,1,1,3,Transit,2012,38.55830380,,3.170,0.283,36.00000,0.11327,Mass,,,,,5858.00,0.89,0.98,,,4.53,,19h21m50.83s,290.4617926,+40d33m44.99s,40.5624966,1366.0700000,16.2830000,15.3670000
Kepler-53 d,Kepler-53,1,1,3,Transit,2014,9.75196200,0.091000,2.120,0.189,,,,,,,,6085.00,0.96,,,,4.50,,19h21m50.83s,290.4617926,+40d33m44.99s,40.5624966,1366.0700000,16.2830000,15.3670000
Kepler-530 b,Kepler-530,1,2,1,Transit,2016,39.30941904,,3.010,0.269,,,,,,,,5697.00,0.89,0.97,-0.080,[Fe/H],4.53,1.780,18h53m21.67s,283.3402948,+48d32m56.62s,48.5490620,457.7090000,14.2310000,13.5020000
Kepler-531 b,Kepler-531,1,1,1,Transit,2016,29.88485741,,2.780,0.248,,,,,,,,4893.00,0.75,0.78,-0.030,[Fe/H],4.58,7.760,19h06m05.92s,286.5246582,+48d41m00.77s,48.6835481,252.7620000,15.0050000,13.5660000
Kepler-532 b,Kepler-532,1,1,1,Transit,2016,12.92491623,,2.570,0.229,,,,,,,,5192.00,0.79,0.87,0.000,[Fe/H],4.58,2.000,19h54m38.62s,298.6609094,+48d36m22.69s,48.6063022,312.7980000,14.7320000,13.7400000
Kepler-533 b,Kepler-533,1,1,1,Transit,2016,28.51120525,,3.380,0.302,,,,,,,,4758.00,0.72,0.78,0.010,[Fe/H],4.61,3.240,19h34m44.57s,293.6856893,+48d49m29.97s,48.8249915,302.9550000,15.4230000,14.1280000
Kepler-534 b,Kepler-534,1,1,2,Transit,2016,15.95994513,,2.240,0.200,,,,,,,,5884.00,0.98,1.05,0.010,[Fe/H],4.48,1.580,19h45m40.46s,296.4185696,+49d32m24.53s,49.5401480,570.6590000,13.8660000,13.3870000
Kepler-534 c,Kepler-534,1,1,2,Transit,2021,7.37868977,,1.227,0.109,,,,,,,,5936.00,0.96,1.07,0.070,[Fe/H],4.50,,19h45m40.46s,296.4185696,+49d32m24.53s,49.5401480,570.6590000,13.8660000,13.3870000
Kepler-535 b,Kepler-535,1,1,1,Transit,2016,4.90332155,,2.360,0.211,,,,,,,,6123.00,1.27,1.18,0.130,[Fe/H],4.30,3.240,19h46m16.00s,296.5666587,+49d41m46.23s,49.6961742,685.5990000,13.8510000,13.2090000
Kepler-536 b,Kepler-536,1,1,1,Transit,2016,1.82708230,,3.100,0.277,,,,,,,,5524.00,0.89,0.92,0.000,[Fe/H],4.51,4.790,19h50m56.73s,297.7363605,+49d38m13.56s,49.6371010,462.3220000,14.8280000,14.0320000
Kepler-537 b,Kepler-537,1,1,1,Transit,2016,3.24755522,,1.410,0.126,,,,,,,,5763.00,0.99,1.07,0.230,[Fe/H],4.47,1.450,19h19m31.34s,289.8805804,+51d16m37.17s,51.2769907,439.4000000,13.8040000,13.1730000
Kepler-538 b,Kepler-538,1,2,1,Transit,2016,81.73778000,0.355400,2.215,0.198,12.90000,0.04059,Mass,0.210000,5.07,417,,5534.00,0.87,0.89,-0.090,[Fe/H],,5.300,19h49m56.77s,297.4865503,+49d37m24.23s,49.6233975,155.9560000,12.1610000,11.2700000
Kepler-539 b,Kepler-539,1,1,2,Transit,2016,125.63243000,0.498800,8.373,0.747,308.29510,0.97000,Mass,0.390000,,388,G2 V,5820.00,0.95,1.05,-0.010,[Fe/H],4.50,,19h56m29.39s,299.1224639,+41d52m00.46s,41.8667953,307.3180000,13.1500000,12.4440000
Kepler-539 c,Kepler-539,1,1,2,Transit Timing Variations,2016,1000.00000000,2.420000,,,762.79200,2.40000,Mass,0.500000,,253,G2 V,5820.00,0.95,1.05,-0.010,[Fe/H],4.50,,19h56m29.39s,299.1224639,+41d52m00.46s,41.8667953,307.3180000,13.1500000,12.4440000
Kepler-54 b,Kepler-54,1,1,3,Transit,2012,8.01094340,,2.100,0.187,,,,,,,,3705.00,0.50,0.51,,,4.75,,19h39m05.74s,294.7739245,+43d03m22.31s,43.0561976,271.7010000,18.0010000,16.2820000
Kepler-54 c,Kepler-54,1,1,3,Transit,2012,12.07172490,,1.230,0.110,,,,,,,,3705.00,0.50,0.51,,,4.75,,19h39m05.74s,294.7739245,+43d03m22.31s,43.0561976,271.7010000,18.0010000,16.2820000
Kepler-54 d,Kepler-54,1,1,3,Transit,2014,20.99569400,0.126000,1.530,0.136,,,,,,,,4252.00,0.55,,,,4.73,,19h39m05.74s,294.7739245,+43d03m22.31s,43.0561976,271.7010000,18.0010000,16.2820000
Kepler-540 b,Kepler-540,1,1,1,Transit,2016,172.70497840,,2.710,0.242,,,,,,,,5946.00,1.08,1.02,-0.100,[Fe/H],4.38,4.900,19h22m30.00s,290.6249953,+44d52m25.59s,44.8737757,390.3740000,13.0970000,12.2930000
Kepler-541 b,Kepler-541,1,1,1,Transit,2016,5.08005848,,3.360,0.300,,,,,,,,6166.00,2.06,1.41,0.070,[Fe/H],3.96,3.090,19h36m35.92s,294.1496529,+38d27m29.55s,38.4582070,1060.6800000,14.0680000,13.3830000
Kepler-542 b,Kepler-542,1,1,1,Transit,2016,13.14497566,,1.570,0.140,,,,,,,,5526.00,0.90,0.93,0.020,[Fe/H],4.50,4.570,19h28m51.59s,292.2149697,+38d32m54.77s,38.5485469,436.0160000,13.9500000,13.6060000
Kepler-543 b,Kepler-543,1,1,1,Transit,2016,13.89961966,,2.500,0.223,,,,,,,,4671.00,0.67,0.70,-0.190,[Fe/H],4.63,5.750,19h08m52.49s,287.2187273,+38d51m45.13s,38.8625366,221.8020000,15.3720000,13.5980000
Kepler-544 b,Kepler-544,1,1,1,Transit,2016,21.41616926,,2.120,0.189,,,,,,,,6206.00,1.22,1.16,0.020,[Fe/H],4.33,2.630,19h36m06.98s,294.0290734,+39d03m06.44s,39.0517893,963.1800000,14.2250000,13.6670000
Kepler-545 b,Kepler-545,1,1,1,Transit,2016,13.24934059,,2.690,0.240,,,,,,,,5882.00,1.07,1.04,0.030,[Fe/H],4.39,4.470,19h22m15.92s,290.5663221,+40d41m31.47s,40.6920756,818.0010000,15.0210000,14.2050000
Kepler-546 b,Kepler-546,1,1,1,Transit,2016,4.14702026,,7.000,0.624,,,,,,,,5967.00,1.15,1.11,0.140,[Fe/H],4.36,3.310,18h53m01.82s,283.2575730,+40d59m25.47s,40.9904095,1019.6500000,14.9150000,14.3250000
